"Electrodermal activity, mean ","Blood volume pulse, standard deviation","Electrodermal activity, 75th percentile ","Skin Temperature, median ","Electrodermal activity, maximum ","Skin temperature, mean ","Heart rate, maximum ","AU07 (lid tightener), mean","Wrist Acceleration in Y-axis, mean ","AU45, blink count","Gaze angle in Y-axis, mean ","AU06 (cheek raiser), mean","AU04 (brow lowerer), standard deviation","AU14 (dimpler), mean",Productivity,Mood,Stress_Numeric,Stress
0.1487536786,15.9527275,-1.097157201,-0.2097618534,-2.74574901,-1.000393184,12.56040041,-0.03501873688,10.825,18,0.374616605,-0.02014292584,-0.04205234853,0.1780337021,5,0,3,Boredom
0.1499530527,72.2955267,-0.8069357221,0.2300121162,-1.770545159,-0.9926822875,10.41287954,-0.02564643914,10.1917,10,0.3535292636,-0.02014292584,-0.06140180196,0.1963854635,5,0,3,Boredom
0.1425569126,39.5291401,-0.5167142432,0.320391729,-2.492037439,-0.9611466993,4.865308413,-0.03020817698,11.5792,10,0.3642646374,-0.01703851431,-0.06371828583,0.1832117925,5,0,3,Boredom
0.1250660409,20.23660541,-0.3737693356,0.07129669858,-3.163976678,-0.9368277191,10.90915216,-0.03518461826,13.1458,9,0.4432463163,-0.02014292584,-0.05772268054,0.2002690313,5,0,3,Boredom
0.1589483582,55.32216888,-2.249379789,0.2564646858,0.4008691075,-0.931884837,4.217975532,-0.02290939644,13.525,4,0.381901323,-0.02014292584,-0.06426334085,0.1799374118,5,0,3,Boredom
-0.0402476843,48.61729658,-2.539601268,0.03272003458,-4.22540282,0.2285061783,8.242140692,0.2911869889,10.2115,4,0.3437524052,-0.01303282202,0.9248752682,0.3719836452,10,1,8,Boredom
-0.04674429382,48.84355774,-1.383047016,-0.3321049878,-3.85177289,0.09465292951,8.07340418,0.3031304479,9.5833,6,0.312984057,-0.009728125882,0.7869763465,0.3095419674,10,1,8,Boredom
-0.0526412163,2.855977507,-2.539601268,-0.214170615,-4.832923106,-0.1025680686,2.983791203,0.2118956912,9.1344,6,0.3480657251,-0.01613723355,0.9282818621,0.4309224971,10,1,8,Boredom
-0.05893793014,-3.848894789,-2.539601268,0.199150785,-3.832942734,-0.1483391574,4.894450336,0.5021880991,10.0979,10,0.3264991259,0.2100842386,0.7890203029,0.25463898,10,1,8,Boredom
-0.07023203591,93.54144938,-2.539601268,-0.03120700862,5.697098153,-0.1556546229,6.380210676,1.451361332,10.6396,13,0.1598132767,1.003511739,0.9898730801,0.4060219744,10,1,8,Boredom
-0.06483485262,63.92386388,-2.539601268,-0.1469370006,13.30348998,-0.1726581376,-0.7081560336,1.175749426,11.3563,9,0.2184744266,0.9832829932,1.277798398,0.5963929432,10,1,8,Boredom
-0.1219050685,20.01034426,2.948616849,0.04704850978,3.754618937,-0.2590597177,7.018944301,1.487606413,11.0427,9,0.1953742025,1.132094462,1.050374188,0.3307873675,10,1,8,Boredom
-0.2147566106,67.60814973,-0.8069357221,0.03382222498,-0.4742376003,-0.3032490842,-3.035974629,0.966821833,7.1927,9,0.2503929935,0.6059467793,0.9365939512,0.3114456771,10,1,8,Boredom
-0.6267416017,37.86234957,6.556892849,0.193639833,-3.970700189,-0.3763048825,8.882976357,0.5074963031,9.5156,6,0.2918967155,-0.0003147489975,0.5665015884,0.2372009992,10,1,8,Boredom
-0.236845083,20.88899175,-2.539601268,0.1925376426,-1.793339558,-0.3722517191,9.186147904,0.9371290667,9.8292,10,0.2776148343,0.5013982105,1.002681873,0.2422267928,10,1,8,Boredom
0.07869024373,62.5398998,0.4925634375,-0.412564887,0.8646855733,-1.636245544,6.192364706,-0.02506585433,-0.8344,10,0.2067805372,-0.02024306815,-0.05881279059,1.027849707,10,-5,18,Boredom
0.04790630941,21.35282712,-1.816213403,-0.3706816518,0.9756843856,-1.638321555,6.714339545,-0.02846642253,58.8333,10,0.1930737653,-0.02024306815,-0.06249191202,1.104302688,10,-5,18,Boredom
-0.04034763214,46.29057768,-0.8069357221,-0.2648713734,-2.144175089,-1.617067162,21.23580758,-0.02780289703,58.5375,9,0.2088892714,-0.02024306815,-0.0641270771,0.9887855842,10,-5,18,Boredom
0.02221971487,33.06938405,-1.816213403,0.06909231778,-2.911256167,-1.632884385,16.9638883,-0.02116764199,57.8844,5,0.21003949,-0.02024306815,-0.05431608662,0.8102937638,10,-5,18,Boredom
0.03721189068,44.26176931,-0.08354785662,-1.038609034,-0.9856249857,-1.622899763,1.831108712,0.03921317884,47.201,12,0.201700405,0.03623719316,-0.06099301069,1.072853404,10,-5,18,Boredom
0.06039978925,31.80609259,-1.816213403,-0.9184702806,0.5049304941,-1.638420413,7.949574893,-0.0273052529,13.2583,7,0.2010294441,-0.02024306815,-0.06439960461,0.9836836422,10,-5,18,Boredom
-0.04264643243,50.33688138,-1.816213403,-0.6043460166,1.003434089,-1.665902837,22.31042794,-0.03244757555,57.4833,7,0.2058220217,-0.02024306815,-0.06439960461,0.9261154613,10,-5,18,Boredom
0.06149921548,44.75200181,-1.097157201,0.1131799338,-1.963802019,-1.669758285,14.8795242,-0.03418933,-25.3458,12,0.2069722403,-0.02024306815,-0.0600391644,0.8340520607,10,-5,18,Boredom
0.07389274747,25.40667286,-1.816213403,-0.120484431,-2.324548159,-1.739650639,25.40510907,-0.0355993217,-62.9865,11,0.2038091391,-0.02024306815,-0.06439960461,0.7971200928,10,-5,18,Boredom
0.07459238234,44.39375498,-1.816213403,0.01728936898,-2.179853279,-1.794022343,28.81968253,-0.03543344032,-63,4,0.2135859974,-0.02024306815,-0.06439960461,0.7216570407,10,-5,18,Boredom
-2.31566018,46.4301054,1.501841118,-0.6958278198,-5.241240165,0.02752858981,16.8495182,-0.03551638101,27.7417,17,0.1997833739,-0.01934178738,-0.05254465779,0.3457124515,20,-5,23,Boredom
-2.361036499,49.24328579,-4.848378109,-1.891704404,-3.125325305,-0.006083008859,23.05560124,-0.03219875349,56.0375,16,0.1345084669,-0.01193125664,0.03534546521,0.5669996656,20,-5,23,Boredom
-2.332351469,75.36136539,-1.383047016,1.576888785,-4.271982679,-0.02219680469,-1.757743,0.01192569251,-32.4656,8,0.2619910313,0.07318970455,0.05115206097,0.6638604146,20,-5,23,Boredom
-2.318058928,-19.83801658,0.05939705094,-0.2075574726,-0.1888120829,-0.04117747218,10.412784,0.002636335453,25.9094,4,0.3335921407,0.03042893934,0.2530949482,0.5606032011,20,-5,23,Boredom
-2.318358771,24.74674448,-0.8069357221,-2.988383852,-2.201656617,-0.05254610114,19.26438037,-0.006321258847,21.1948,9,0.1510907855,-0.004020014367,0.7151653468,0.8139488864,20,-5,23,Boredom
-2.329353034,49.20180457,-4.562488293,0.336924585,-4.301714504,-0.09357202305,9.840742379,-0.02863230391,15.4427,3,0.1928820622,-0.01934178738,0.3307652895,0.350738245,20,-5,23,Boredom
-3.325033403,3.274560649,-4.848378109,-0.06317053021,-5.411702627,-0.1302482087,10.88344994,-0.03294521968,-2.9479,11,0.2113814117,-0.02024306815,-0.06439960461,0.2728384446,20,-5,23,Boredom
-2.344345209,77.0847212,1.64911769,0.7017496074,-4.852744322,-0.1568409147,26.01154771,-0.02141646406,54.8021,12,0.1995916708,-0.019542072,0.1607081213,0.5104975621,20,-5,23,Boredom
-2.390021372,37.46262153,2.368173891,-2.557427405,-2.687276421,-0.1344002297,21.93540483,-0.005325970591,-1.0427,13,0.2546104618,0.02221727014,0.1335916337,0.5092791879,20,-5,23,Boredom
-2.384024501,-39.82441881,1.501841118,-2.601515021,-4.273964801,-0.1166058539,14.4637024,-0.03261345693,4.9198,10,0.3081914794,-0.02024306815,-0.03605674324,0.6557886855,20,-5,23,Boredom
-0.07492958433,34.63058604,0.2023419585,-0.6837037254,-3.964753824,-1.784532009,4.304923565,0.07587296292,2.0094,6,0.3466279518,-0.02024306815,-0.06439960461,1.085417888,40,-7,24,Boredom
-0.02465582147,67.72128031,-8.460985772,-0.06757929181,-3.418679309,-1.843550022,-3.854050515,0.05107369722,5.7677,7,0.3256364619,-0.02024306815,-0.06439960461,0.4858254845,40,-7,24,Boredom
-0.01835910763,22.42002558,-8.60393068,0.469187433,-2.687276421,-1.903556611,-0.2467581763,0.08972405781,2.4833,8,0.3440399599,-0.02024306815,-0.06439960461,0.3651302903,40,-7,24,Boredom
-0.01755952492,35.16607078,-0.08354785662,0.3677859162,-2.129309177,-1.980369,6.067579947,0.3362237824,2.6344,6,0.330524891,-0.02024306815,-0.06439960461,0.4728802586,40,-7,24,Boredom
-0.01805926412,24.23765688,-1.673268495,0.254260305,-1.947945046,-2.056983674,4.805018074,0.1297014694,1.7073,9,0.3365635388,-0.02024306815,-0.06439960461,0.3973410582,40,-7,24,Boredom
-0.0177594206,66.43536273,0.7827849164,-0.2009443302,-2.63772338,-2.128161177,-0.08251238697,0.1130303911,1.7646,14,0.3703991367,-0.02024306815,-0.06439960461,0.7850886475,40,-7,24,Boredom
-0.01715973357,42.59120776,0.4925634375,0.210172689,-2.005426574,-2.173042547,4.90840024,0.1428060981,0.5385,14,0.3475864673,-0.02024306815,-0.0641270771,0.7202102214,40,-7,24,Boredom
-0.01656004654,15.5416864,-9.180041974,-0.06647710141,-5.40278308,-2.222669084,0.8662721902,-0.004413623024,2.0906,19,0.3505578654,-0.02024306815,-0.06099301069,1.227358482,40,-7,24,Boredom
-0.01895879466,62.85666542,-5.281544495,-0.484207263,-1.877579728,-2.264683582,4.576660054,-0.008477716734,3.8135,18,0.383818354,-0.01383396048,-0.06439960461,0.8917725385,40,-7,24,Boredom
-0.01835910763,36.05603133,0.4925634375,-0.3056524182,-2.693222786,-2.335861085,-3.598652613,0.0753753188,2.8354,18,0.3109711744,-0.01944192969,-0.06439960461,0.6928729502,40,-7,24,Boredom
-0.1422944276,20.53074492,-1.097157201,0.1098733626,8.982464785,-1.42755706,8.626718529,0.335809079,-6.3823,3,0.3655107076,0.6040440755,0.5154026796,0.3428949611,20,4,-2,Boredom
-0.1411950014,20.93424398,-1.673268495,-0.1326085254,1.855746398,-1.429336497,11.38335336,0.3946969675,-2.2625,8,0.3939786186,0.1385826312,-0.02570069774,0.302384019,20,4,-2,Boredom
-0.1502902547,36.88942659,0.3496185299,-0.335411559,1.715015761,-1.408774108,2.460192061,0.4471154822,-16.299,3,0.3707825429,0.2023732809,0.01531469299,0.2825854382,20,4,-2,Boredom
-0.1523891593,43.71120049,-1.673268495,-0.1281997638,1.201646254,-1.408971823,11.30318918,0.7504295781,-30.7823,6,0.4023177036,0.1104426429,-0.006760035575,0.220067612,20,4,-2,Boredom
-0.1521892636,33.97065766,6.123726462,0.04925289058,6.113343699,-1.443176567,10.35593336,0.5814793967,-33.5802,7,0.4035637738,0.2067795425,0.139587239,0.225169554,20,4,-2,Boredom
-0.1528888985,34.20068984,5.980781555,0.5033553354,-0.216561786,-1.492605389,12.43953309,0.6400355224,-32.926,5,0.4284851773,0.09512086985,-0.05022817392,0.2211336895,20,4,-2,Boredom
-0.1590856645,33.83867199,-1.673268495,0.007369655383,-4.925091762,-1.527897567,4.493342818,0.6222032745,-31.8177,8,0.403084516,0.009699481731,-0.06194685699,0.174073986,20,4,-2,Boredom
-0.1665817524,37.26652852,6.847114328,-0.4268933622,-5.12627711,-1.562003454,10.60148989,0.5020222177,-30.4875,11,0.3692489181,-0.01433467202,-0.0641270771,0.2051425281,20,4,-2,Boredom
-0.1687806048,46.57340413,4.824227303,-0.3640685094,-3.830960612,-1.594132188,14.94688504,0.3098486437,-27.8469,12,0.3395349369,0.01020019327,-0.0590853181,0.2610354445,20,4,-2,Boredom
-0.1730783619,21.84683065,5.833504983,-0.616470111,-4.515783642,-1.630017513,10.84561322,0.229479117,-4.1177,11,0.3248696495,-0.01393410279,-0.06371828583,0.4332069487,20,4,-2,Boredom
0.003329573362,54.31907775,-0.6639908146,0.1693916442,-3.000451642,0.3730360526,4.680615504,0.09693989767,-28.8052,14,0.1963327181,0.04194530468,-0.0002193752591,0.9347963774,30,2,0,Boredom
-0.0004684445075,30.84071165,-6.004932361,-0.947127231,-5.342328369,0.2201032787,-4.655596721,-0.02017235374,28.9385,9,0.2984146211,-0.02024306815,-0.06439960461,0.9559656292,30,2,0,Boredom
-0.01436119408,53.08972546,0.2023419585,-1.176382834,-4.2006263,0.0616344767,3.02583201,-0.0355993217,3.1427,11,0.2165573956,-0.02024306815,-0.06439960461,1.262234444,30,2,0,Boredom
-0.005665732119,40.9960666,0.05939705094,-0.390521079,-4.474159087,-0.05640154922,6.446233852,-0.004911267151,3.3354,5,0.2208707154,-0.02024306815,-0.06371828583,0.8962652933,30,2,0,Boredom
-0.01805926412,27.55615385,1.358896211,-0.07088586301,-5.584147211,-0.1695935506,-0.3643768887,0.05729424882,5.2646,15,0.1743827126,-0.02024306815,-0.06439960461,1.075518598,30,2,0,Boredom
-0.0128619765,40.33613823,-9.180041974,0.02831127298,-4.580202595,-0.2330601575,6.584777421,0.1198315275,2.7969,3,0.1782167747,-0.02024306815,-0.06439960461,0.891087203,30,2,0,Boredom
-0.0128619765,51.09485626,-7.880542814,0.06909231778,-4.795262794,-0.2353338833,0.8205050389,0.03730554302,1.5958,13,0.2098477869,-0.02024306815,-0.06439960461,0.738409686,30,2,0,Boredom
-0.01536067247,38.10746583,-0.08354785662,-0.4665722166,-4.401811647,-0.2688466244,0.7518065383,0.05804071501,2.5135,16,0.228442988,-0.02024306815,-0.06439960461,0.9053269515,30,2,0,Boredom
-0.01136275892,30.92367408,-8.313709201,-0.269280135,-4.649576853,-0.3164960083,4.701349266,0.03589555133,1.7156,3,0.2148320676,-0.02024306815,-0.06439960461,0.970281526,30,2,0,Boredom
-0.01296192434,65.48129485,0.05939705094,1.296932423,-2.653580353,-0.4438246527,5.052676646,-0.01942588754,3.4833,4,0.2080266074,-0.02024306815,-0.06439960461,0.286088264,30,2,0,Boredom
-0.06483485262,41.58811663,-4.415211722,-0.7862074326,1.96674521,0.08447059227,3.638099036,0.3235338572,-9.3958,4,0.2628536952,-0.009728125882,0.5226246587,0.5027304266,10,-2,2,Boredom
-0.1517894723,41.4448179,-1.816213403,-0.09844062301,-3.885468958,0.1280668129,1.1760365,0.4347573197,-10.2354,3,0.1809006182,-0.02024306815,0.02240040833,0.3881271033,10,-2,2,Boredom
-0.07772812381,35.11704753,-0.3737693356,-0.4974335478,-3.194699563,0.1517926473,-1.015340567,0.4890834704,-7.6531,9,0.2227877465,-0.02024306815,0.006321285057,0.6095666143,10,-2,2,Boredom
-0.08782285552,32.68474009,-0.9498806297,-0.09954281341,1.337421587,0.1347891326,5.981300745,0.4851023173,-3.2146,7,0.2071639435,-0.02024306815,0.2115345025,0.5416422526,10,-2,2,Boredom
-0.1425942711,38.98611332,0.4925634375,-0.3530466054,-3.088656055,0.09920038109,4.421109068,0.4258826661,-10.0844,13,0.2259508477,-0.01523595278,0.1331828424,0.334823232,10,-2,2,Boredom
-0.08892228174,33.17497259,-3.115712562,-0.5327036406,2.565345948,0.0616344767,4.226574788,0.133267919,-4.525,6,0.2154071769,-0.018240222,0.2716268191,0.3840912388,10,-2,2,Boredom
-0.09002170797,53.5083086,-0.8069357221,-0.1017471942,5.963693514,0.008251349397,3.933244611,0.0656712583,8.4969,4,0.2594988909,-0.02014292584,0.444136735,0.4166066003,10,-2,2,Boredom
-0.09821743074,22.11834404,-0.6639908146,0.004063084183,1.915210047,-0.02842483621,5.918621724,0.07819530219,10.275,10,0.2738766237,-0.02024306815,0.4058466194,0.3833297549,10,-2,2,Boredom
-0.1064131535,42.60629184,-0.230824428,-0.07529462461,2.341366202,-0.0682644664,4.614974517,0.3186403566,10.5552,8,0.2564316412,-0.02024306815,0.4065279381,0.5507800591,10,-2,2,Boredom
-0.1150086676,35.37347684,1.792062597,0.606961233,4.702073085,-0.1013817769,5.287149693,0.1865158407,10.8146,7,0.3108753229,-0.02024306815,0.5254861976,0.4812565813,10,-2,2,Boredom
-0.009463749989,47.67077074,4.681282395,-2.492398172,-4.88644039,0.02189370415,15.46198047,0.2158768442,31.0729,5,0.3384805699,0.05666622385,0.119965258,0.1864100247,78,-4,-3,Boredom
-0.01606030734,36.84040334,0.635508345,-0.8115578118,-2.40977939,0.01279880098,13.82544651,0.3764500161,48.1604,5,0.2778065374,0.1709285965,0.3914026612,0.3106080448,78,-4,-3,Boredom
-0.01356161137,18.99216905,2.65839537,-0.710156295,-2.128318116,-0.01517791203,14.14381008,0.2273226591,11.724,7,0.390240408,0.121258012,0.1282773472,0.2783211285,78,-4,-3,Boredom
-0.0164600987,64.9835203,3.667673051,-0.2075574726,-1.462325242,-0.05551183043,17.77040297,0.2250003199,43.2677,12,0.3299497817,0.1016301198,0.1652048252,0.1739216892,78,-4,-3,Boredom
-0.01915869034,11.67262061,3.091561757,0.7822095066,-5.380979742,-0.03514715595,21.9240347,0.04510196769,13.0375,7,0.3005233552,-0.006924141278,0.3048751757,0.1802420053,78,-4,-3,Boredom
-0.01586041166,52.62966111,-0.230824428,1.20434843,-5.543513717,0.007361630609,23.63471336,-0.01660590415,4.1427,9,0.3660858169,-0.02024306815,0.07540700964,0.176434586,78,-4,-3,Boredom
-0.01426124625,12.20810535,5.690560076,0.865975977,-5.227365314,0.01615996085,19.21058725,-0.02904700735,4.3698,7,0.3524748965,-0.02024306815,0.0124531541,0.1696573795,78,-4,-3,Boredom
-0.01306187218,35.67138736,5.257393689,0.695136465,-5.228356375,0.03988579521,16.01500818,-0.02697349015,3.7146,2,0.2996606913,-0.02024306815,0.07268173451,0.176434586,78,-4,-3,Boredom
-0.01256213299,36.62168423,3.524728143,0.6135743754,-3.39588491,0.04690468787,4.115262196,0.2395149403,5.5833,5,0.3135591663,0.07959881222,0.4625323421,0.20316267,78,-4,-3,Boredom
-0.009663645666,29.19654724,3.95789453,-0.008061010217,-3.762577415,-0.005588720643,13.21872123,0.3868176021,4.9792,4,0.36627752,0.368609511,-0.0641270771,0.174073986,78,-4,-3,Boredom
-1.77784086,30.78037535,-0.6639908146,-1.865251834,-5.460264607,0.0378097847,18.13482033,-0.0355993217,10.7042,11,0.3326336252,-0.02024306815,-0.06439960461,0.3342901933,83,-6,-7,Boredom
-1.804726828,54.04756436,4.391060916,0.954151209,-2.163996306,0.05076013595,12.98109512,-0.02423644745,1.5146,9,0.3336879923,-0.02004278353,-0.02610948901,0.2746660059,83,-6,-7,Boredom
-1.819219265,38.19419927,5.257393689,-2.777865485,-5.095554224,0.07072937987,19.88142476,-0.03551638101,1.3573,6,0.3537209667,-0.02024306815,0.01258941786,0.5683703366,83,-6,-7,Boredom
-1.830913162,2.757931006,-4.848378109,-1.114660172,-3.439491587,0.07616655024,7.975850398,-0.0355993217,5.3906,4,0.3268825321,-0.01593694893,-0.05935784562,0.475697749,83,-6,-7,Boredom
-1.879287916,-37.16585021,-4.848378109,-2.95642033,-3.58715965,0.07003737637,10.43647972,0.03456850032,30.9656,4,0.378258964,0.002889804836,0.05128832473,0.7673460732,83,-6,-7,Boredom
-1.896378996,118.6564378,-4.848378109,-2.760230439,-5.349265795,0.07913227954,5.310367684,-0.03526755895,2.5188,5,0.37183691,-0.02024306815,-0.0641270771,0.5325805945,83,-6,-7,Boredom
-1.897178579,76.02129376,4.391060916,-1.827777361,-2.885488586,0.0875351792,14.86815407,-0.02307527782,0.1281,4,0.3864063459,0.1516011312,0.1142421803,0.5086700008,83,-6,-7,Boredom
-2.479474687,14.11624111,-4.848378109,-2.942091855,-4.088636427,0.07250881744,-2.227740114,-0.0355993217,28.025,9,0.3915823298,0.06337575844,0.06532349166,0.4821703619,83,-6,-7,Boredom
-1.968641284,-25.9621519,-0.08354785662,-3.418238108,-5.359176403,0.06410591778,-10.14230423,-0.0355993217,-2.126,4,0.3993463055,-0.02024306815,-0.06439960461,0.6017233304,83,-6,-7,Boredom
-1.939356567,96.76567087,2.082284076,-2.308332375,-5.302685936,0.06262305313,12.46676406,-0.0355993217,1.7479,8,0.338672273,-0.02024306815,-0.06072048318,0.5063094008,83,-6,-7,Boredom
-0.0818259852,31.98710152,-3.405934041,-1.212755117,-2.62583065,-0.5148044405,3.320308754,-0.004579504399,14.4479,13,0.3537209667,-0.008826845117,-0.01370948716,0.4332069487,83,3,73,Boredom
-0.1136093979,23.38917754,-2.396656361,-0.6032438262,-3.422643553,-0.4880140192,8.695321482,0.2048457327,3.5052,17,0.3625393095,-0.005321864362,0.16029933,0.4564322069,83,3,73,Boredom
-0.09551883909,48.93783322,3.091561757,-1.602930519,-4.551461832,-0.5760961793,5.405055047,0.00114340307,0.7542,21,0.301002613,-0.02024306815,-0.0528171853,0.7186111052,83,3,73,Boredom
-0.1133095544,60.8391701,-4.129321907,-1.019871797,-5.277909416,-0.6743606765,3.762597154,-0.02307527782,2.2448,17,0.3259240165,-0.02014292584,-0.05731388927,0.5459065623,83,3,73,Boredom
-0.07792801949,33.14103342,2.082284076,-1.545616618,-3.415706127,-0.7282380921,10.68155852,-0.0245682102,4.3281,11,0.3400141947,-0.008926987424,-0.03551168821,0.5190261815,83,3,73,Boredom
-0.1075125797,27.14134173,2.082284076,-0.9482294214,-5.122312866,-0.7783589171,10.6980882,0.01698507447,0.725,19,0.3072329639,-0.01924164507,-0.02638201652,0.7371151634,83,3,73,Boredom
-0.07023203591,36.73858582,-4.129321907,-1.288806255,-3.956825337,-0.8253162976,6.068630967,-0.0252317357,1.999,12,0.357075771,-0.01433467202,-0.04327872234,0.3968841679,83,3,73,Boredom
-0.103614614,37.03272533,1.501841118,-1.062857223,-4.209545847,-0.8627833444,-19.62757022,-0.0355993217,-3.5167,11,0.3092458465,-0.02024306815,-0.06358202207,0.7345261182,83,3,73,Boredom
-0.09691810884,40.63781977,-4.129321907,-1.023178369,-4.527676372,-0.8389586524,-7.433825235,-0.0355993217,-0.9635,5,0.3210355874,-0.02024306815,-0.0537710316,0.655484092,83,3,73,Boredom
-0.08382494197,57.4754209,1.501841118,-0.7288935318,-4.631737758,-0.8909577727,12.18260643,-0.0355993217,0.5031,13,0.3229526184,-0.02024306815,-0.0559512517,0.5614408334,83,3,73,Boredom
0.09598121982,83.0089925,0.635508345,0.01398279778,6.651489726,0.2471902729,9.386701663,-0.0183476586,9.2271,2,0.4142991476,-0.02024306815,-0.05949410937,0.2466433993,0,0,-1,Boredom
0.1042768904,26.49272641,-0.9498806297,-0.004754439017,-3.086673933,0.2397759497,12.25531791,0.008608064987,4.5229,7,0.2935261919,0.01540759325,0.02662458479,0.3129686448,0,0,-1,Boredom
0.08778549705,65.9413592,-6.147877268,0.1308149802,-4.9468951,0.2072517851,8.190545156,-0.02622702396,9.7677,16,0.2419580569,-0.01673808739,-0.05268092154,0.1915119667,0,0,-1,Boredom
-0.04744392869,28.08786757,2.225228984,-0.219681567,-3.753657868,0.2254415914,7.252175233,-0.01478120902,3.5083,10,0.2698508585,-0.01373381817,-0.02842597287,0.2207529475,0,0,-1,Boredom
0.0008308773954,29.28705171,-1.673268495,0.09554488738,-1.783428949,0.2779349999,14.1357841,-0.02846642253,10.575,4,0.273397366,-0.02024306815,-0.06194685699,0.2390285605,0,0,-1,Boredom
0.009026600167,3.828900484,-0.08354785662,0.5198881914,-3.866638802,0.1972671631,13.00326209,-0.03543344032,25.6042,9,0.3043574173,-0.02024306815,-0.06439960461,0.1733886505,0,0,-1,Boredom
0.09768033308,81.57977619,-3.115712562,-0.2218859478,-1.249247165,0.1859973918,11.81532265,-0.03020817698,-9.6865,12,0.2695633039,-0.01533609509,-0.0393270734,0.2419221993,0,0,-1,Boredom
0.1149713092,20.77963219,-3.405934041,0.1539609786,-5.163937421,0.2160501153,9.536328718,-0.03427227069,-9.5573,7,0.2470381891,-0.02024306815,-0.05199960276,0.227530154,0,0,-1,Boredom
-0.07323047107,65.4926079,-3.115712562,0.04153755778,3.800207735,0.2669618015,13.02275374,0.1009210507,5.5115,11,0.4146825538,-0.01844050662,-0.0207952025,0.3523373612,0,0,-1,Boredom
0.04031027368,82.29249884,0.635508345,-0.555849639,1.733845916,0.1987500277,12.03594134,0.02113210887,40.8365,10,0.4138198898,0.0876101968,0.1100180038,0.3620082064,0,0,-1,Boredom
-0.06343558288,45.46095344,-2.249379789,0.1153843146,-4.59705063,-0.3371572558,9.021042189,0.4663577219,9.0365,16,0.3458611394,0.0007868163826,0.9068884523,0.2652236058,60,35,0,Boredom
-0.09112113419,49.32247719,-0.8069357221,-0.1414260486,0.6040365765,-0.3581150761,3.948818819,0.8148744927,10.3948,10,0.2518307667,0.7534563979,1.158840138,0.2972059286,60,35,0,Boredom
-0.06753344426,26.74161369,3.95789453,-0.08962309981,-3.73185453,-0.4745693797,1.676608746,0.4627083316,10.8458,15,0.280873787,-0.009127272039,0.5665015884,0.2685741349,60,35,0,Boredom
-0.2397435703,64.15012504,6.699837757,-0.6572511558,-3.037120892,-0.4624098896,9.678025347,0.3868176021,6.8354,13,0.2686047884,-0.02024306815,0.7125763354,0.3513474321,60,35,0,Boredom
-0.06163652178,133.2917637,8.289558395,-0.3431268918,-3.226413509,-0.4198022454,11.27872907,0.4283708868,6.5094,13,0.2786692013,-0.02024306815,0.6357235767,0.3504336515,60,35,0,Boredom
-0.08812269903,-89.7715693,7.713447101,-0.2725867062,-3.446429012,-0.3803580458,8.129681533,0.4106215795,6.5313,8,0.2668794604,-0.02024306815,0.7285191949,0.3340617482,60,35,0,Boredom
-0.0676333921,52.2563302,-0.8069357221,-0.2340100422,-3.49102675,-0.3550504892,10.64544165,0.5664671322,6.0583,6,0.2631412499,-0.02024306815,0.4828356418,0.2639290832,60,35,0,Boredom
-0.0663340702,99.40161336,-2.539601268,-0.1822070934,-1.809196531,-0.3265794879,0.1998298513,1.197562827,5.0438,5,0.1694942835,0.5878210217,0.5253499339,0.3284267675,60,35,0,Boredom
-0.06863287049,10.48474953,0.3496185299,-0.3662728902,9.464120346,-0.3516893293,11.92864173,1.144397846,5.2292,11,0.2147362161,1.058489866,1.368005005,0.5893872916,60,35,0,Boredom
-0.0681331313,46.01152226,7.423225622,-0.2152728054,-1.540619047,-0.4438246527,7.363678919,1.397118122,4.0219,10,0.1742868611,1.173453235,0.8992576819,0.3759433613,60,35,0,Boredom
-0.4466355964,92.70805412,-1.673268495,0.320391729,3.720922869,-0.643220519,1.06185749,1.488767582,11.3615,3,0.3830515416,0.2738748884,1.159930248,1.161185534,10,10,-20,Boredom
-0.4693237558,25.36896267,-2.682546176,-0.04994424542,7.487945062,-0.5299296599,-2.950459806,1.911267447,7.4823,2,0.4007840788,0.2029741348,1.670101753,0.5841330528,10,10,-20,Boredom
-0.5115017437,25.55374261,-0.3737693356,0.441632673,0.1977016385,-0.6055557569,5.779887061,2.152127205,3.325,2,0.3665650746,0.3064211382,1.173965415,0.9537573259,10,10,-20,Boredom
-0.5742689864,53.22548216,-2.249379789,0.05696822338,6.072710205,-0.6164300977,10.27471816,1.414535667,41.7208,6,0.414011593,0.0903140391,0.993824729,1.729024059,10,10,-20,Boredom
-0.6040534423,38.29224577,-2.106434882,-0.4434262182,2.632738084,-0.658444596,14.93283959,1.329106758,13.9896,5,0.4230216389,0.1967653117,1.16142915,1.041175675,10,10,-20,Boredom
-0.8537231433,32.71490824,-2.682546176,0.5165816202,4.617832915,-0.7168694631,8.708507008,1.444643136,-2.9771,11,0.3435607021,0.2822868422,1.142624751,0.7888960669,10,10,-20,Boredom
-0.6328384199,76.01375172,-2.539601268,-1.174178453,3.416667196,-0.744055315,-2.237868126,2.147482526,-0.4719,10,0.5005655445,0.1154497582,1.238009381,2.294654282,10,10,-20,Boredom
-0.6125490086,36.50855365,1.501841118,0.1583697402,3.898322757,-0.7316981096,1.039403877,1.846076066,11.6698,13,0.322185806,0.3784234572,0.7242950185,1.897464293,10,10,-20,Boredom
